Index,comments
923,how to edit at 102 (reveal hand writting) effect ?
924,97's and 1's
925,"1 Peter 58Be sober, be vigilant; because your adversary the devil, as a roaring lion, walketh about, seeking whom he may devour"
926,Got the air Max 2090 magma orange only 79 dollars Black Friday sale
927,Anybody know the song at 1557? Thanks
928,music was originally scored by @mount cyanide
929,"So these guys ruined the Air Max 90, there was no need to make those changes the model was fine as it was."
930,Give me air max 1 duck  camo please
931,It sound more like air flex
932,Foamposites Son all day word
933,342 that shoe is sickk!
934,"airmax 2090 is a completely failed design. need to get out of that line up. And that's where the airmax ‘flyease’ should be in. It is a very revolutionary design, indeed handy shoes. If you try them on, you'll know what I mean."
935,Bring back ripstop
936,I need black/white BW's (((
937,Chill out it's just a shoe
938,they didn't really take off they ruined an icon
939,I don’t even like the 90s like that but u can’t re make something that ain’t broke ie 2090
940,"All that, and the 2090s are ."
941,Air max original .white and silver.
942,top bro 
943,AIR MAX 90's for all...
944,"I'm sorry but the 2090's just don't do it for me. Which is a shame cause the 90's are my favorite all time silhouette, PERIOD!"
945,2090 is trash
946,@Vlah Blah I think they just did was airmax 90 and 270 together I think nike is kind of going down to be honest
947,"Fax they said that they made the shoe for youth” but in the video they said an icon isn’t just made the people make the culture, so the 2090 was kinda a failure in that regard.so the design of the 2090 is kinda trash and uninspired IMO cus it’s just a modern 90 AirMax I wish they made it more unique."
948,270's are fire
949,we all know that the three stripes is better
950,1150 tell me what track???
951,"this was a custom gabber track our composer, cyrus melchor, made for the film!"
952,"Airmax makes my feet hurts, cause is not wide enough. If just they make extra wider."
953,buy a half size larger.
954,"Thought this would be what the title says it is, not about randos with an occasional tidbit about the shoe."
955,97 look dope but are bare uncomfy manll stick to the 90s n tns
956,speak English
957,My black thunder 97s got stolen.
958,Is this about Air Max or politics?
959,And the gabbers who go through 10 air max a year bec of the hakken at thunderdome and other gabber partys
960,We all be simpin for the French girl
961,Its nice.
962,Scottie Beam is so fine!
963,"There is so much wrong in this vid let's start by calling out the naming of the '87 as 1, if your being OG it's just the Air Max! And what they hell is up with passing over Walker &amp;  the Max II AKA Light? Nike HATES the Light shoe I reckon as they continually fail to talk about it nor really  promote it as I think they don't see it as revolutionary enough to fit the storyline &amp; has never put the Walker back in production &amp;  Remember how the Light wasn't even included in the History Of Air Pack from a few years back? Big speel on the III's AKA 90's(rightly so)but almost nothing on the 180's. Nike obviously knows the love for the 90 now and promotes the crap out of it but it was'nt the Top Dog for long  before the only real innovation the entire line has seen since '87 was introduced with the 180.  Hardly any mention of the IV AKA Classic AKA BW, this shoe was the REAL UK Air Max, forget the talk on the 90's as that didn't happen until the late 90's &amp; re issues, the IV was massively popular everywhere from the get go! Once again a pass over on the ST &amp; the 270 AKA '93  probably because this shoe is a true spiritual successor to the Light &amp; thus just a footnote* in the history *pun intended*. Nothing on the '94, too light on the '95 given the love thus shoe has. No Racer Max, no '96 not enough depth on the '97 the last passable decent looking Max &amp; popular then &amp; now. Nothing on 98' TL, from memory though that one never really was worn by anyone. Plus' hardly spoke about again despite it's massive popularity.  Deluxe's missed, Tuned Max's? Nothing &amp; this is another  rarity that should be highlighted. '03s? No! Then again that was too golf shoe then &amp;  now. Then a skip to that truly awful 2090, hahahaha! Never thought the 270's &amp; 720's would be topped in the ugly stakes, well done Nike.History not His Story."
964,"@Jamzy I hear ya & I totally agree even though it's a shoe I personally I don't like, if your going to reissue a shoe don't do it half arsed. I skipped a few models simply because it would take me ages to mention them all. One I deliberately missed out was the '01 with the weird tubular Air which was at that point the ugliest shoe I think I ever had seen & one I bet Nike really wished they'd never made."
965,No mention of the air max 360 either. I heard they might retro the 98 TL and if they do it deserves the OG midsole and not for nike to get lazy and slap a 97 sole on like they probably will.
966,how to clean it... i wore it for a week now it is impossible to clean
967,Why 2090 doesn't have React?
968,Look like some addidas.  We all gotta be cool.  Lol. But I got some too.
969,Their ad game is unreal
970,what about the blackman who sent a drawing of a shoe with a visible air bubble that nike refuses to acknowledge????? then gave credit to tinker hatfield!!!!!
971,https//youtube.com/shorts/pX3aS_lmyuA?feature=share
972,https//youtube.com/shorts/H3nzSlxHqtM?feature=share
973,1439 they are 130 pounds
974,MY MOUSE CURSOR OR POINTER ON MY COMPUTER IS A AIR MAX 97 I GOT THAT FROM CUSTOM CURSOR
975,"why is there a sneaker culture lol, its just a shoe bro chill"
976,"from someone who works in marketing, this is too much cringe, seeing the people reading off the monitor by the reflection in their eyes."
977,
978,Where is airmax alpha trainer series 
979,"Air Max 2090 straight up sucks, Air Max 90 forever."
980,ripped off our whole branding
981,I wonder how different this story is than NachoAverageFinds'
982,off white X Nike Max 90
983,"the BW beats 'em all and pls Nike make some nice colors, do not go over the top!! also what is with today's air soles??!!!! like designers are always high P yeah jealous D"
984,Kevin hart?.. oh no
985,270s or 2090s
986,95 airmax university red
987,"idfw the stitch going through the swoosh on these new original 90s its just corny, its like they delibertly want to defy the original just to be ""innovative"" or ""new"" or ""rebelious"" like this documentary put lol"
988,I don't care nike history. Adidas it's the best
989,"shame the air unit is not larger, its shrunk over the years especially the air max 90's and bw classics, you used be able look through the window and see more columns now its just tiny ,same with the 180's the whole trainer has changed in shape and air unit size...nike just dont do it no more yet the prices increase!! Sad but true!!"
990,@Leotseddap but the quality is not at it anymore and the price just keeps increasing
991,"@Leotseddap I'm on about the ones from 1990 and 1991, they were alot bigger, they had to change the design of the air unit in 2003 due to climate change, and they had to change the gas that filled the air unit hence why the original moulds had to be changed look up original 1991 air max on google and you'll see the difference, even the 180's air unit and overall shape has changed, been wearing air maxes since I was 12 im in my 40's now, so i know and seen the changes, hope that helps "
992,look at the newer 2090's or 270's
993,I just compared my OG Classic/BW with the ones I bought in 2017 due to your post but.... there is no difference.
994,“Idk if this new generation has a shoe for them”... umm Yeezys 
995,I got the all white 2090's.  I just do not think they are on Air Max 90s level.
996,"Definitely not. Like the design, but don’t like the high heel feel."
997,They hella comfortable tho
998,Kylian  Mbappe-NIKE  Football
999,Can someone identify the air max that the girl in the first 20 seconds is wearing for me please?
1000,"Great catch, Georgia! You've got your eye on or Air VaporMax 360, style code CK2718-001.  Pop that code into a search engine to check availability in your area. "
1001,I just ordered Black 90s airmax
1002,Have you seen the Air Max 90 Mid Winter shoe? I love them in all black great silhouette  from Scotland 
1003,I only trust one brand when it comes to shoes ------------------> https//youtu.be/6Zm1JQyNbBo
1004,020 the most cutest girl idc 
1005,the 2090s are the best ones
1006,you don't know anything about shoes if you think they are the best lol
1007,"The only interesting thing about these sneakers is the enthusiast of the people, I personally would never buy them, they are ugyl and, by God, overpriced as hell."
