,Index,comments,location,dislikes,likes
754,754,"Nike should pay attention to their own ad campaign. What comes across here is the success of the simplicity and meaningful but functional designs of the earlier shoes that lasts. Nike is in danger of losing this quality. So many of the new shoes are cluttered with unnecessary junk. Dear Nike stay genuinely innovative, don't force it! Also bring back designs like the early freeRN flyknits. Simple design at its best. The new freeRN just ain't the same.",mumbai,31,72
755,755,Everyone out here worshiping the 90 & but always loved the BW's way more!,kolkata,23,32
756,756,Somebody know what model are the ones appearing in 1932?,delhi,13,13
757,757,Airmax one animal pack,delhi,63,82
758,758,What’s y’all’s thoughts on the 2090’s tho!?! Cop or Drop?,kolkata,78,32
759,759,I like them but I think they kind of ruined the OG 90's,delhi,74,29
760,760,It’s the AM90 for me…..,chennai,32,43
761,761,95s & 98s are for me,mumbai,66,81
762,762,"Air max 90, 95, 97 are the best classic design under my opinion and WTF is 2090?",bangalore,22,43
763,763,When the 95s came up it should’ve went straight to Liverpool lmao.,mumbai,49,45
764,764,stop telling all these stories and release the infrared 90 in 2020 OG form will ya?,delhi,98,49
765,765,"I bought my first air max 90 white, and I regretted. Inside of these shoes looks fake. ",chennai,6,95
766,766,Imagine walking into the nike hq wearing Adidas,delhi,63,48
767,767,Nike is world class at Marketing that’s my takeaway,delhi,54,79
768,768,Only wear air max 90. My whole life wear them. Like what they say its more than a shoe ,bangalore,57,65
769,769,cool. how much height do they give? they look kinda big,chennai,83,41
770,770,"Love the air max 90 Did a nike bye you on the air max 90 I'n black an white ""love them"". Air max is so so comfortable an always look good.",mumbai,91,95
771,771,"Come on fashion people, a designer putting a see-through cushion in a shoe sole in Oregon has nothing to do with the wall coming down in Berlin Germany.",delhi,5,94
772,772,180s and 95s!,bangalore,15,10
773,773,97 BY FAR EXEPT I DON'T HAVE A PEAR ,delhi,70,71
774,774,Nike please retro the Air Max 360. I beg of you lol.,bangalore,20,81
775,775,yeah the vapormax sole on the 360 upper doesn't work for me haha. I heard they were going to retro it but had problems with the machines for making the soles. Maybe one day.,bangalore,67,74
776,776,"553 ""Tinker got a scary post-it on his laptop""  WTF they had laptops in 1987?",chennai,66,67
777,777,Five minutes running video until we can see a picture of God Tinker? What is this? Only him can talk about Air Max. I don´t understand this video without Him.,mumbai,19,68
778,778,"I don't mind the new Air Maxes, but they don't seem as versatile as the originals. They look like they should only be worn with sportswear imo",bangalore,42,10
779,779,My birthday is 26 March  I buy the air max every year,mumbai,9,83
780,780,Air max 1s though dutch culture ),mumbai,97,8
781,781,Does anyone know the audio used on this video?,bangalore,18,1
782,782,"One last comment those Air Max 98 La Mezcla from the Nike by you I think from last year are complete trash, like a Draymond Green jumpshot. That entire pack was trash all those designers took a huge L. You can still find the 98s on sale today",kolkata,84,70
783,783,long live the hardcore gabber scene,chennai,99,26
784,784,The Air Max Classic BW ´s Scene the Gabber´s in the ´90 and ´00,mumbai,80,58
785,785,"I don’t know anything about shoes, but these seem way better than basic Air Force 1s",kolkata,63,74
786,786,AM1 ChloroThis year was the worst Air Max Day ever !!! Re-design a 90 Duck camo and a 2090 .... seriously ?,chennai,96,60
787,787,2090s look absolutely stinkin llf I'll stick with 90s,bangalore,92,61
788,788,I'v been trying to get 140$ to buy 1 pair of air max for a few months... I'm broke af... feels bad...,bangalore,77,0
789,789,"we was too busy worrying about getting slapped by the teachers for having a bit too long of a hairstyle back home. we never had no time or money or need to worry about sneakers. Heck nike shoes cost more than our rent. I guess the people in the west had more evolved problems like finding identity, idols, gender etc. Interesting.",delhi,42,39
790,790,"The 2090 drawing way too much influence from the ugliest trainers ever conceived. Yes, Yeezys.",bangalore,96,22
791,791,This is good for Nike Air Max fans but where is the documentary for the Air Force 1's. Please make it happen Nike!!,mumbai,35,54
792,792,The Nike air max LTD 3  are sick with full heal air bag around the back I want some black and grey with the white bottom,kolkata,34,35
793,793,I no! There bad aswell in the right colour,chennai,3,98
794,794,Nike air Max TN for life,kolkata,13,49
795,795,Airmax to the uk is what Jordan is to the u.s,delhi,21,39
796,796,Iconic History,kolkata,49,68
797,797,Bring back BW classics/ultra,delhi,98,98
798,798,Me walks in room with retro 1s on Nike Not now it’s air max day.,mumbai,68,68
799,799,Air Max 96 1 or 2 never gets mentioned.,delhi,3,81
800,800,I can honestly say I only own Nike air Max 95 gang ting!!!!!!!,bangalore,33,32
801,801,Today is my birthday and is in year 1990 I'm proud of it,bangalore,95,14
802,802,Tinker is everything ,bangalore,85,85
803,803,I want those trainers on D.R feet. What are they!,bangalore,14,5
804,804,Does anyone know what song they used on the Nike air Max 97,kolkata,20,70
805,805,Unpopular opinion air max 95 is the best looking air max.,kolkata,92,14
806,806,Soundtrack is on point,kolkata,25,45
807,807,"Is there a chance that air force 1 gore-Tex boot ""wheat"" will be available here in Sydney Australia?",bangalore,17,86
808,808,air max 1 air max 90 and air max 3 ...some nice creps..got loads..,kolkata,43,76
809,809,Nike air max 90 ultramarine and the OG infrared.,delhi,48,64
810,810,1525 regret getting rid of my Chicago’s,mumbai,55,59
811,811,Air Max 90s over Jordans,mumbai,16,43
812,812,"Personally, I like Air Maxes and Vapormaxes better than Jordans...And I'm black",bangalore,79,76
813,813,"Nike, what happened to the cool 2018 Air Max DLX model? Why are the iconic Air Max’s not performance sneakers  any more??? What’s up with that!? Disappointing! ",kolkata,63,49
814,814,That model was never really mainstream or iconic like the other pairs featured unfortunately,chennai,35,97
815,815,You should have done a section in the video speaking about the Air Max 91 BWAnd by the way the 2090 sucks,bangalore,9,39
816,816,From Viet Nam with love <3,kolkata,8,77
817,817,"The vaporfly is boss, if you want a comfy shoe get the vaporfly",chennai,51,81
818,818,Tbh the only kicks I fxck with are air max 90's and I bought 2 pairs of 2090's and they are decent too. Airforce's are also good for a casual look. But apart from those I don't wear any other shoes...,kolkata,72,73
819,819,"Why not show the Air MAX LTD, FULL Heal Air Pocket, that was revolutionary back in the 90s?????? SMH that LTD silhouette is crazy smooth!",mumbai,86,30
820,820,Nike please give more color options for Nike by you air maxes,chennai,16,49
821,821,dude the AM 2090 blows. You failed Nike.,delhi,64,57
822,822,"Am I trippin, or does that air bubble look huge? @ 248. I grabbed some of my pairs to compare and I am not sure.",delhi,90,41
823,823,The bigger sizes have a bigger air bubble I were 13 it looks about the same size as mine,bangalore,26,85
824,824,bring back air max bw,kolkata,9,56
825,825,airmax 90 the best,mumbai,51,34
826,826,"<a href=""https//www.youtube.com/watch?v=LBukoM3CLic&amp;t=4m29s"">429</a> Speaking about the air bubble &quot;what the hell are these&quot;Speaking when the bubble get blown &quot;what a piece of sh$$t is this&quot; <a href=""https//www.youtube.com/watch?v=LBukoM3CLic&amp;t=5m51s"">551</a> I HATE FRENCHIE ENGLISH!<a href=""https//www.youtube.com/watch?v=LBukoM3CLic&amp;t=6m28s"">628</a> &quot;Air Max collector&quot; (When the only best thing that you can do in your life is to collect shoes) Damn! Some people are dkheads!My air max were always blown away.The best Nike's line are ZOOM and Lunarglide. They are FUNCTIONAL. No air windows no breezes no blowns. Just cusion!",bangalore,49,5
827,827,"As soon as they produce some better colors, I'll cop a pair. But so far, not really impressed. Thankfully, my 270s and VaporMax still look good.",bangalore,85,37
828,828,What's the name of the AM97 colorway that Dizzee Rascal is wearing?,mumbai,23,53
829,829,SCOTTIE BEAM!!!! ,delhi,75,44
830,830,95’s but I did order a pair of 90’s yesterday lol only because I need a change,kolkata,56,58
831,831,I like them just not the loop on the top of the back,bangalore,27,89
832,832,"Hypebeast go away, this shoe represent the street culture !!!",bangalore,93,98
833,833,The roadman shoe,kolkata,8,90
834,834,714 - 724 what song is that? Sounds dope,bangalore,75,71
835,835,I love 270s they are stylish and comfy,chennai,44,24
836,836,They don't look that good IMO not many people in our generation like those shoes unlike the airmax 90s most people loved them  the 270's aren't gonna be iconic and I wouldn't think people are going to remember them in 30 years time,mumbai,45,98
837,837,"Tru but they're quite big, a friend of mine wears 270's in a size 9. If I put my vans in next to his nikes it looks like I have midget feet though I wear a size 9 as well ",mumbai,94,17
838,838,"Rebok Banachey toh Spring Shoe, dunk time Jano brain eh ek tuo Concoction nah hoye , only brain tai ja achey",kolkata,98,76
839,839,air max 1 is the best,mumbai,94,41
840,840,This generation got the Travis Scott Air Jordan 1 LoL,bangalore,58,21
841,841,These have got Tron all over them.,delhi,79,23
842,842,,kolkata,41,97
843,843,Russian subtitles please!,chennai,54,90
844,844,"Take, a hike, Nike! Go woke, go broke. Nike products will never be allowed in my house again.",delhi,24,15
845,845,Air max 2090 is trash! They fumbled big time with the opportunity to take this model to new heights.,mumbai,55,18
846,846,Clark Kent is a corny dude talking about someone else being corny. Hilarious.,kolkata,37,78
847,847,"Hey got his own shoe line so far from corny, the point he made is true though",kolkata,54,13
848,848,the og 90s are amazing - the heel on the 2090 are really ugly.,mumbai,88,22
849,849,"You guys wrong, Nike shox and tns (air max plus )",chennai,44,15
850,850,such comfy shoes bro,mumbai,23,34
851,851,"I wanna buy Air Force 1 para noise 2.0. if someone else has that one, can you sell that?",mumbai,93,17
852,852,Paris is filled with the air max 98 on everybody’s feet.,delhi,76,77
853,853,i happen to have a pair nice.,kolkata,58,71
854,854,"If only they'd use better quality outsoles so , when the white dye fades, they don't turn grey and look like they need binning.",delhi,13,11
855,855,Wait where is air max 200? Its not listed on the video.. Thats weird,chennai,60,94
856,856,I thought a kid with Cerbral Palsy asked Nike in 2012 to help design a shoe that didn't need hands to put on?  Where is that story or credit?????,kolkata,91,41
857,857,Air Max 2090 design was okay but why did it have to have long unnatural heels tho. Can’t walk in them properly.,bangalore,59,52
858,858,Noting fresher than all white air max 90’s,kolkata,38,62
859,859,Haha no love for the Air Max 93 p,bangalore,69,71
860,860,ONCE YOU WEAR DEM YA NEVER PULL EM OFF ...GABBER UNITED..... PETER PAUL PIGMANS FOREVER,kolkata,41,57
